person_id,age,wages,collgrad,male
2472,47,0,0,0
2473,50,60000,0,1
2474,22,0,0,1
2475,47,60002,1,0
2476,63,120000,1,1
2477,22,25002,1,0
2478,19,0,0,0
2479,40,1099999,0,1
2480,42,45000,0,0
2481,18,0,0,1
2482,45,0,1,0
2483,42,380000,1,1
2484,44,90000,0,1
2485,53,0,0,0
2486,22,6000,0,0
2487,36,0,1,0
2488,36,250000,1,1
2489,52,10200,1,0
2490,51,55000,0,1
2491,20,5000,0,0
2492,40,0,0,1
2493,56,125002,1,0
2494,54,141805,1,1
2495,48,90000,1,0
2496,39,40000,0,1
2497,54,65000,1,1
2498,56,38000,1,1
2499,65,28000,0,1
2500,34,32000,0,1
2501,26,0,0,0
2502,60,18000,0,1
2503,53,0,0,0
2504,25,18000,0,1
2505,22,16000,0,0
2506,19,0,0,1
2507,49,0,0,0
2508,59,8910,0,1
2509,38,2000,1,0
2510,41,180000,1,1
2511,38,0,0,1
2512,40,0,0,0
2513,61,50000,1,1
2514,58,112800,1,0
2515,24,16000,0,1
2516,24,21738,1,0
2517,59,100000,1,1
2518,57,0,1,0
2519,23,0,1,1
2520,19,0,0,1
2521,59,125000,1,1
2522,57,0,1,0
2523,38,32000,0,0
2524,23,3802,0,1
2525,23,22000,0,0
2526,62,26000,0,0
2527,32,13000,0,1
2528,56,45000,0,1
2529,54,38000,0,0
2530,46,45000,1,0
2531,44,50000,1,1
2532,18,8189,0,0
2533,47,0,1,0
2534,23,27000,0,1
2535,22,0,0,0
2536,59,0,0,1
2537,46,0,0,0
2538,56,45000,0,0
2539,52,0,0,1
2540,60,100000,1,0
2541,28,0,0,1
2542,57,120000,1,1
2543,54,35000,1,0
2544,20,1300,0,0
2545,59,0,1,1
2546,57,58000,0,0
2547,64,350000,0,1
2548,62,15000,0,0
2549,32,40000,0,1
2550,32,0,0,0
2551,50,43000,0,1
2552,50,16000,0,0
2553,33,40000,0,1
2554,33,0,0,0
2555,57,150000,1,1
2556,63,0,0,0
2557,31,30000,1,1
2558,58,0,0,0
2559,65,0,1,1
2560,56,100000,0,1
2561,51,73000,0,0
2562,26,0,1,1
2563,37,98000,1,1
2564,39,0,0,0
2565,49,0,1,0
2566,44,20000,0,1
2567,48,115000,1,1
2568,45,18000,1,0
2569,62,50000,1,0
2570,59,62000,0,0
2571,43,100000,1,0
2572,45,110000,1,1
2573,46,0,1,1
2574,44,0,1,0
2575,31,0,0,0
2576,32,60000,0,1
2577,49,47300,0,1
2578,48,18980,0,0
2579,24,60000,1,0
2580,47,63000,0,1
2581,47,2000,0,0
2582,24,5000,0,1
2583,20,800,0,1
2584,53,0,1,0
2585,22,1700,0,1
2586,20,1500,0,1
2587,49,72000,1,0
2588,21,0,1,0
2589,65,16000,0,0
2590,37,30000,0,1
2591,30,78000,1,0
2592,41,40000,0,0
2593,40,33000,0,1
2594,39,0,0,0
2595,55,0,0,0
2596,41,4000,0,0
2597,32,0,0,1
2598,35,26000,1,0
2599,63,120000,1,1
2600,60,120000,1,0
2601,24,0,1,0
2602,22,0,0,0
2603,59,50000,1,1
2604,57,0,1,0
2605,29,15000,1,1
2606,56,49000,0,1
2607,55,0,0,0
2608,63,50127,1,1
2609,62,0,1,0
2610,26,9400,1,1
2611,43,35000,1,0
2612,42,33000,1,1
2613,65,180001,1,1
2614,64,0,1,0
2615,47,50000,0,1
2616,50,50000,0,0
2617,59,0,0,1
2618,64,0,0,0
2619,42,23000,0,0
2620,38,8000,0,1
2621,20,11000,0,0
2622,47,22000,0,1
2623,38,50000,0,1
2624,30,0,0,0
2625,29,15000,0,0
2626,31,16000,0,1
2627,42,12000,0,1
2628,34,1600,0,0
2629,23,10000,0,1
2630,29,1600,0,1
2631,38,34000,0,1
2632,33,0,0,0
2633,21,24000,0,0
2634,20,16000,0,0
2635,41,24000,0,1
2636,48,18200,0,1
2637,48,23000,0,0
2638,20,0,0,0
2639,50,75000,0,1
2640,41,0,0,0
2641,27,2500,0,0
2642,30,20000,0,1
2643,26,0,0,0
2644,28,19200,0,1
2645,21,17100,0,1
2646,37,80000,1,0
2647,35,110000,1,1
2648,42,40000,0,1
2649,43,2000,0,0
2650,22,2000,0,0
2651,20,0,0,0
2652,32,0,0,0
2653,32,17000,0,1
2654,46,65000,0,1
2655,46,42000,0,0
2656,23,16800,0,1
2657,38,0,0,0
2658,37,5000,0,1
2659,48,45000,0,0
2660,21,4000,0,0
2661,39,100000,1,0
2662,19,1400,0,0
2663,41,24000,1,0
2664,19,0,0,0
2665,43,250000,1,1
2666,41,0,1,0
2667,43,0,1,0
2668,41,200000,1,1
2669,28,0,0,1
2670,41,0,1,0
2671,42,70000,1,1
2672,60,250,0,0
2673,55,30000,0,1
2674,57,180000,1,0
2675,20,4452,0,1
2676,53,6000,0,0
2677,54,40000,0,1
2678,18,2500,0,1
2679,54,11400,1,0
2680,53,150000,1,1
2681,22,10000,1,1
2682,30,60000,1,0
2683,31,60000,0,1
2684,53,35000,0,1
2685,51,10000,0,0
2686,57,24000,0,0
2687,41,100000,1,1
2688,41,0,1,0
2689,45,15000,1,0
2690,46,500000,1,1
2691,43,105000,1,0
2692,42,650000,1,1
2693,65,0,0,1
2694,61,21000,0,0
2695,46,50000,1,0
2696,39,10000,1,1
2697,39,45000,1,1
2698,35,0,0,0
2699,19,24000,0,1
2700,20,0,0,0
2701,47,50000,0,1
2702,49,65000,0,0
2703,53,85000,1,1
2704,50,0,0,0
2705,44,130000,1,0
2706,42,0,1,1
2707,53,12000,0,1
2708,59,78000,0,1
2709,64,0,0,0
2710,65,0,0,1
2711,55,0,1,0
2712,20,0,0,1
2713,47,30000,0,0
2714,65,0,0,0
2715,27,80000,1,1
2716,55,3000,1,0
2717,19,0,0,0
2718,61,0,0,0
2719,63,60000,0,0
2720,59,4376,0,0
2721,51,12820,0,1
2722,43,8190,0,0
2723,36,0,1,1
2724,33,7200,0,0
2725,44,115000,0,1
2726,42,2500,0,0
2727,19,6280,0,0
2728,18,1200,0,0
2729,52,0,0,1
2730,48,48000,0,0
2731,21,25000,0,1
2732,19,8000,0,0
2733,41,75000,0,1
2734,38,90000,1,0
2735,49,65000,1,0
2736,22,5000,0,0
2737,18,0,0,0
2738,52,0,0,0
2739,47,47000,0,1
2740,47,67000,0,0
2741,56,44000,0,1
2742,52,5000,0,0
2743,48,27000,0,0
2744,18,0,0,0
2745,43,55000,0,1
2746,43,35000,0,0
2747,18,1200,0,0
2748,62,0,0,1
2749,59,0,0,0
2750,55,55000,0,1
2751,51,30000,0,0
2752,48,48000,1,0
2753,22,0,0,0
2754,18,0,0,1
2755,43,14040,0,0
2756,35,13000,0,1
2757,35,0,0,0
2758,39,28100,0,1
2759,43,65000,0,1
2760,35,0,0,0
2761,56,30000,0,1
2762,43,17000,0,0
2763,43,0,0,0
2764,38,112000,1,1
2765,38,27000,0,0
2766,41,23000,0,0
2767,18,9000,0,0
2768,52,65000,1,1
2769,51,48000,0,0
2770,20,0,0,1
2771,44,160000,1,0
2772,26,66600,0,1
2773,27,0,0,0
2774,49,64000,0,1
2775,45,0,0,0
2776,21,34000,0,1
2777,18,1600,0,1
2778,38,50000,1,0
2779,39,65000,1,1
2780,63,0,0,1
2781,55,45000,1,0
2782,21,30000,0,1
2783,38,25000,0,1
2784,41,0,0,0
2785,20,15000,0,0
2786,18,12000,0,0
2787,61,75000,0,1
2788,59,64700,0,0
2789,60,35000,0,0
2790,65,25000,0,0
2791,40,589,0,0
2792,62,0,0,0
2793,32,100000,0,1
2794,35,900,0,0
2795,39,18000,0,0
2796,25,2500,0,0
2797,54,25000,0,0
2798,49,50000,0,1
2799,25,35000,1,0
2800,35,48000,0,1
2801,53,25000,0,0
2802,22,10000,0,0
2803,32,38000,0,1
2804,45,0,0,0
2805,25,35000,0,1
2806,20,15600,0,1
2807,47,70000,1,0
2808,25,0,1,0
2809,33,28000,0,1
2810,45,0,0,0
2811,36,21000,0,0
2812,45,135000,1,1
2813,65,90000,0,1
2814,58,8000,0,0
2815,21,0,0,1
2816,46,95000,1,0
2817,52,60000,0,1
2818,60,500,0,1
2819,63,62000,0,0
2820,64,52000,0,0
2821,65,85000,0,1
2822,46,25000,0,0
2823,47,32000,0,1
2824,33,40000,0,0
2825,31,40000,0,1
2826,57,68800,1,0
2827,60,3528,0,1
2828,42,0,0,0
2829,43,38000,0,1
2830,29,13000,0,0
2831,44,23000,0,1
2832,29,0,0,1
2833,43,40000,0,0
2834,64,0,0,0
2835,30,30000,1,0
2836,64,35000,0,0
2837,63,42000,0,0
2838,64,7200,1,1
2839,60,32000,0,0
2840,44,0,0,0
2841,46,150000,1,1
2842,46,0,1,0
2843,50,106000,1,0
2844,50,95000,0,1
2845,24,40000,1,0
2846,22,24000,0,1
2847,29,35000,0,0
2848,18,12000,0,0
2849,37,24000,0,0
2850,64,5000,1,0
2851,18,35000,0,1
2852,50,0,1,0
2853,51,38000,0,0
2854,22,10000,0,0
2855,29,0,0,0
2856,27,30000,0,1
2857,43,19000,0,1
2858,38,26000,0,0
2859,60,0,0,1
2860,60,0,0,0
2861,34,70000,0,0
2862,58,70000,0,1
2863,56,15000,0,0
2864,61,14416,0,0
2865,44,0,0,0
2866,41,70000,0,1
2867,28,37440,1,0
2868,27,40000,0,1
2869,43,23000,0,0
2870,48,50000,1,1
2871,23,5000,0,1
2872,51,0,1,1
2873,61,0,0,0
2874,53,49000,0,1
2875,64,0,0,0
2876,62,14000,1,1
2877,56,24000,0,0
2878,60,0,1,1
2879,50,150000,1,1
2880,48,12000,1,0
2881,18,0,0,0
2882,46,0,0,1
2883,39,175000,1,1
2884,40,80000,1,0
2885,39,0,0,0
2886,39,70000,1,1
2887,35,0,0,0
2888,50,120000,0,1
2889,54,14000,0,1
2890,28,50000,0,1
2891,42,160000,1,1
2892,40,0,1,0
2893,32,50000,1,1
2894,34,50000,1,0
2895,33,62000,1,1
2896,40,0,0,1
2897,40,0,0,0
2898,38,85000,0,1
2899,55,40000,0,1
2900,52,0,0,1
2901,52,0,0,1
2902,56,0,0,0
2903,38,35000,1,1
2904,40,13000,0,0
2905,48,30000,0,0
2906,55,0,0,1
2907,18,0,0,1
2908,59,13000,0,0
2909,60,35000,0,1
2910,56,30000,0,0
2911,18,10000,0,0
2912,49,5000,1,0
2913,47,5000,1,1
2914,48,5000,1,0
2915,32,12000,0,0
2916,18,0,0,0
2917,18,0,0,0
2918,33,35000,0,1
2919,44,0,0,0
2920,28,18000,0,0
2921,32,67000,0,1
2922,28,0,0,0
2923,35,120000,0,1
2924,44,0,1,0
2925,39,56000,1,1
2926,38,17000,0,0
2927,46,38000,0,1
2928,20,0,0,0
2929,18,3000,0,1
2930,41,7000,0,0
2931,23,0,0,0
2932,21,0,0,1
2933,20,0,0,0
2934,19,10000,0,0
2935,54,110000,1,1
2936,51,0,1,0
2937,23,0,0,1
2938,21,0,0,1
2939,47,200000,1,1
2940,47,0,1,0
2941,51,0,1,0
2942,47,62000,1,0
2943,52,125000,1,1
2944,19,0,0,0
2945,24,11000,0,0
2946,24,22000,0,1
2947,47,0,0,0
2948,56,14000,0,1
2949,19,8000,0,0
2950,43,83000,0,0
2951,44,50000,0,1
2952,43,21000,0,0
2953,19,0,0,1
2954,23,22000,0,0
2955,46,52000,0,1
2956,44,30000,0,0
2957,20,800,0,0
2958,39,109000,1,1
2959,35,0,1,0
2960,37,45000,0,0
2961,47,0,0,1
2962,46,16000,0,0
2963,29,60000,0,1
2964,29,0,0,0
2965,39,139000,0,1
2966,37,0,1,0
2967,40,68000,1,1
2968,44,64000,1,0
2969,40,18000,0,0
2970,32,40000,0,1
2971,37,24960,0,1
2972,51,0,0,0
2973,32,12000,1,1
2974,44,8600,0,0
2975,58,96000,0,1
2976,23,0,0,1
2977,21,0,0,1
